"CPG_SCHEDULED_START_ON";"CPG_SCHEDULED_END_ON";"CPG_ACTUAL_START_ON";"CPG_ACTUAL_END_ON";"IT_ID";"IT_NUM";"IT_NAME";"IT_SCHEDULED_START_ON";"IT_SCHEDULED_END_ON";"IT_ACTUAL_START_ON";"IT_ACTUAL_END_ON";"TC_ID";"TC_NAME";"TC_PROJECT_ID";"TC_PROJECT";"TC_WEIGHT";"TEST_SUITE";"#_EXECUTIONS";"#_REQUIREMENTS";"#_ISSUES";"DATASET";"EXEC_STATUS";"EXEC_USER";"EXECUTION_DATE";"TC_REF";"TC_NATURE";"TC_TYPE";"TC_STATUS";"STEP_ID";"STEP_NUM";"STEP_#_REQ";"EXEC_STEP_STATUS";"EXEC_STEP_DATE";"EXEC_STEP_USER";"EXEC_STEP_#_ISSUES";"EXEC_STEP_COMMENT"
"";"";"";"";"87";"1";"Iterace";"";"";"";"";"314";"Znaménko -1";"15";"OKS-07";"LOW";"";"1";"0";"0";"";"SUCCESS";"admin";"2024/04/13 13:33:01";"TC.04.03.02.09";"NAT_UNDEFINED";"TYP_UNDEFINED";"WORK_IN_PROGRESS";"318";"1";"0";"SUCCESS";"2024/04/13 13:32:57";"admin";"0";""
"";"";"";"";"87";"1";"Iterace";"";"";"";"";"314";"Znaménko -1";"15";"OKS-07";"LOW";"";"1";"0";"0";"";"SUCCESS";"admin";"2024/04/13 13:33:01";"TC.04.03.02.09";"NAT_UNDEFINED";"TYP_UNDEFINED";"WORK_IN_PROGRESS";"319";"2";"0";"SUCCESS";"2024/04/13 13:33:01";"admin";"0";""
"";"";"";"";"87";"1";"Iterace";"";"";"";"";"315";"desetinná èárka (,1 1,)";"15";"OKS-07";"LOW";"";"2";"0";"0";"";"SUCCESS";"admin";"2024/04/14 13:10:05";"TC.04.03.02.08";"NAT_UNDEFINED";"TYP_UNDEFINED";"WORK_IN_PROGRESS";"675";"1";"0";"SUCCESS";"2024/04/14 13:10:04";"admin";"0";""
"";"";"";"";"87";"1";"Iterace";"";"";"";"";"315";"desetinná èárka (,1 1,)";"15";"OKS-07";"LOW";"";"2";"0";"0";"";"SUCCESS";"admin";"2024/04/14 13:10:05";"TC.04.03.02.08";"NAT_UNDEFINED";"TYP_UNDEFINED";"WORK_IN_PROGRESS";"676";"2";"0";"SUCCESS";"2024/04/14 13:10:05";"admin";"0";""
"";"";"";"";"87";"1";"Iterace";"";"";"";"";"316";"Desetinná teèka";"15";"OKS-07";"LOW";"";"2";"0";"0";"";"SUCCESS";"admin";"2024/04/14 13:10:21";"TC.04.03.02.10";"NAT_UNDEFINED";"TYP_UNDEFINED";"WORK_IN_PROGRESS";"677";"1";"0";"SUCCESS";"2024/04/14 13:10:16";"admin";"0";""
"";"";"";"";"87";"1";"Iterace";"";"";"";"";"316";"Desetinná teèka";"15";"OKS-07";"LOW";"";"2";"0";"0";"";"SUCCESS";"admin";"2024/04/14 13:10:21";"TC.04.03.02.10";"NAT_UNDEFINED";"TYP_UNDEFINED";"WORK_IN_PROGRESS";"678";"2";"0";"SUCCESS";"2024/04/14 13:10:21";"admin";"0";""
"";"";"";"";"87";"1";"Iterace";"";"";"";"";"304";"Fakulta nevybrána";"15";"OKS-07";"HIGH";"";"3";"0";"0";"";"FAILURE";"admin";"2024/04/14 13:11:28";"TC.04.03.01.01";"NAT_FUNCTIONAL_TESTING";"TYP_COMPLIANCE_TESTING";"WORK_IN_PROGRESS";"679";"1";"0";"READY";"";"";"0";""
"";"";"";"";"87";"1";"Iterace";"";"";"";"";"304";"Fakulta nevybrána";"15";"OKS-07";"HIGH";"";"3";"0";"0";"";"FAILURE";"admin";"2024/04/14 13:11:28";"TC.04.03.01.01";"NAT_FUNCTIONAL_TESTING";"TYP_COMPLIANCE_TESTING";"WORK_IN_PROGRESS";"680";"2";"0";"READY";"";"";"0";""
"";"";"";"";"87";"1";"Iterace";"";"";"";"";"304";"Fakulta nevybrána";"15";"OKS-07";"HIGH";"";"3";"0";"0";"";"FAILURE";"admin";"2024/04/14 13:11:28";"TC.04.03.01.01";"NAT_FUNCTIONAL_TESTING";"TYP_COMPLIANCE_TESTING";"WORK_IN_PROGRESS";"681";"3";"0";"FAILURE";"2024/04/14 13:11:21";"admin";"0";"místo Fakulta nezvolena je pouze pole zbarvené èervenì."
"";"";"";"";"87";"1";"Iterace";"";"";"";"";"304";"Fakulta nevybrána";"15";"OKS-07";"HIGH";"";"3";"0";"0";"";"FAILURE";"admin";"2024/04/14 13:11:28";"TC.04.03.01.01";"NAT_FUNCTIONAL_TESTING";"TYP_COMPLIANCE_TESTING";"WORK_IN_PROGRESS";"682";"4";"0";"SUCCESS";"2024/04/14 13:11:28";"admin";"0";""
